행정코드,시도,행정구역,연월,value
42720,강원도,홍천군,'19.12월,69150
42730,강원도,횡성군,'19.12월,46575
42750,강원도,영월군,'19.12월,39127
42760,강원도,평창군,'19.12월,42106
42770,강원도,정선군,'19.12월,37271
42780,강원도,철원군,'19.12월,45584
42790,강원도,화천군,'19.12월,24917
42800,강원도,양구군,'19.12월,22764
42810,강원도,인제군,'19.12월,31672
42820,강원도,고성군,'19.12월,27260
42830,강원도,양양군,'19.12월,27726
43,충청북도,전체,'19.12월,1600007
43110,충청북도,청주시,'19.12월,839566
43111,충청북도,상당구,'19.12월,178352
43112,충청북도,서원구,'19.12월,203209
43113,충청북도,흥덕구,'19.12월,262137
43114,충청북도,청원구,'19.12월,195868
43130,충청북도,충주시,'19.12월,210737
43150,충청북도,제천시,'19.12월,134617
43720,충청북도,보은군,'19.12월,32949
43730,충청북도,옥천군,'19.12월,51023
43740,충청북도,영동군,'19.12월,48738
43745,충청북도,증평군,'19.12월,37392
43750,충청북도,진천군,'19.12월,81084
43760,충청북도,괴산군,'19.12월,39163
43770,충청북도,음성군,'19.12월,94982
43800,충청북도,단양군,'19.12월,29756
44,충청남도,전체,'19.12월,2123709
44130,충청남도,천안시,'19.12월,652258
44131,충청남도,동남구,'19.12월,259411
44133,충청남도,서북구,'19.12월,392847
44150,충청남도,공주시,'19.12월,106474
44180,충청남도,보령시,'19.12월,101114
44200,충청남도,아산시,'19.12월,314395
44210,충청남도,서산시,'19.12월,174690
44230,충청남도,논산시,'19.12월,118842
44250,충청남도,계룡시,'19.12월,42971
44270,충청남도,당진시,'19.12월,167042
44710,충청남도,금산군,'19.12월,52257
44760,충청남도,부여군,'19.12월,66740
44770,충청남도,서천군,'19.12월,52805
44790,충청남도,청양군,'19.12월,31717
44800,충청남도,홍성군,'19.12월,100423
44810,충청남도,예산군,'19.12월,79238
44825,충청남도,태안군,'19.12월,62743
45,전라북도,전체,'19.12월,1818917
45110,전라북도,전주시,'19.12월,654394
45111,전라북도,완산구,'19.12월,338839
45113,전라북도,덕진구,'19.12월,315555
45130,전라북도,군산시,'19.12월,270131
45140,전라북도,익산시,'19.12월,287771
45180,전라북도,정읍시,'19.12월,110541
45190,전라북도,남원시,'19.12월,81441
45210,전라북도,김제시,'19.12월,83895
45710,전라북도,완주군,'19.12월,92220
45720,전라북도,진안군,'19.12월,25697
45730,전라북도,무주군,'19.12월,24303
45740,전라북도,장수군,'19.12월,22441
45750,전라북도,임실군,'19.12월,28902
45770,전라북도,순창군,'19.12월,28382
45790,전라북도,고창군,'19.12월,55504
45800,전라북도,부안군,'19.12월,53295
46,전라남도,전체,'19.12월,1868745
46110,전라남도,목포시,'19.12월,229861
46130,전라남도,여수시,'19.12월,282786
46150,전라남도,순천시,'19.12월,279598
46170,전라남도,나주시,'19.12월,114664
46230,전라남도,광양시,'19.12월,156750
46710,전라남도,담양군,'19.12월,46535
46720,전라남도,곡성군,'19.12월,28887
46730,전라남도,구례군,'19.12월,26563
46770,전라남도,고흥군,'19.12월,64913
46780,전라남도,보성군,'19.12월,41420
46790,전라남도,화순군,'19.12월,62737
46800,전라남도,장흥군,'19.12월,38563
46810,전라남도,강진군,'19.12월,35286
46820,전라남도,해남군,'19.12월,70354
46830,전라남도,영암군,'19.12월,54593
46840,전라남도,무안군,'19.12월,81105
46860,전라남도,함평군,'19.12월,32861
46870,전라남도,영광군,'19.12월,53852
46880,전라남도,장성군,'19.12월,45739
46890,전라남도,완도군,'19.12월,50689
46900,전라남도,진도군,'19.12월,30715
46910,전라남도,신안군,'19.12월,40274
47,경상북도,전체,'19.12월,2665836
47110,경상북도,포항시,'19.12월,507025
47111,경상북도,남구,'19.12월,235633
47113,경상북도,북구,'19.12월,271392
47130,경상북도,경주시,'19.12월,255402
47150,경상북도,김천시,'19.12월,141229
47170,경상북도,안동시,'19.12월,160052
47190,경상북도,구미시,'19.12월,419742
47210,경상북도,영주시,'19.12월,105067
47230,경상북도,영천시,'19.12월,102470
47250,경상북도,상주시,'19.12월,100688
47280,경상북도,문경시,'19.12월,72242
47290,경상북도,경산시,'19.12월,263185
47720,경상북도,군위군,'19.12월,23843
47730,경상북도,의성군,'19.12월,52595
47750,경상북도,청송군,'19.12월,25416
47760,경상북도,영양군,'19.12월,16993
47770,경상북도,영덕군,'19.12월,37361
47820,경상북도,청도군,'19.12월,42910
47830,경상북도,고령군,'19.12월,32373
47840,경상북도,성주군,'19.12월,44015
47850,경상북도,칠곡군,'19.12월,117047
47900,경상북도,예천군,'19.12월,55100
47920,경상북도,봉화군,'19.12월,32150
47930,경상북도,울진군,'19.12월,49314
47940,경상북도,울릉군,'19.12월,9617
48,경상남도,전체,'19.12월,3362553
48120,경상남도,창원시,'19.12월,1044740
48121,경상남도,의창구,'19.12월,258582
48123,경상남도,성산구,'19.12월,220945
48125,경상남도,마산합포구,'19.12월,177784
48127,경상남도,마산회원구,'19.12월,193807
48129,경상남도,진해구,'19.12월,193622
48170,경상남도,진주시,'19.12월,347334
48220,경상남도,통영시,'19.12월,131404
48240,경상남도,사천시,'19.12월,111925
48250,경상남도,김해시,'19.12월,542455
48270,경상남도,밀양시,'19.12월,105552
48310,경상남도,거제시,'19.12월,248276
48330,경상남도,양산시,'19.12월,350759
48720,경상남도,의령군,'19.12월,27168
48730,경상남도,함안군,'19.12월,65700
48740,경상남도,창녕군,'19.12월,62331
48820,경상남도,고성군,'19.12월,52276
48840,경상남도,남해군,'19.12월,43622
48850,경상남도,하동군,'19.12월,46574
48860,경상남도,산청군,'19.12월,35417
48870,경상남도,함양군,'19.12월,39637
48880,경상남도,거창군,'19.12월,62179
48890,경상남도,합천군,'19.12월,45204
50,제주특별자치도,전체,'19.12월,670989
50110,제주특별자치도,제주시,'19.12월,489405
50130,제주특별자치도,서귀포시,'19.12월,181584
0,전국,전체,'20.12월,51829023
11,서울특별시,전체,'20.12월,9668465
11110,서울특별시,종로구,'20.12월,149384
11140,서울특별시,중구,'20.12월,125240
11170,서울특별시,용산구,'20.12월,230040
11200,서울특별시,성동구,'20.12월,293556
11215,서울특별시,광진구,'20.12월,346682
11230,서울특별시,동대문구,'20.12월,342837
11260,서울특별시,중랑구,'20.12월,394702
11290,서울특별시,성북구,'20.12월,437153
11305,서울특별시,강북구,'20.12월,308055
11320,서울특별시,도봉구,'20.12월,325257
11350,서울특별시,노원구,'20.12월,523037
11380,서울특별시,은평구,'20.12월,479835
11410,서울특별시,서대문구,'20.12월,312173
11440,서울특별시,마포구,'20.12월,371890
11470,서울특별시,양천구,'20.12월,454251
11500,서울특별시,강서구,'20.12월,580185
11530,서울특별시,구로구,'20.12월,404408
11545,서울특별시,금천구,'20.12월,231733
11560,서울특별시,영등포구,'20.12월,379480
11590,서울특별시,동작구,'20.12월,391220
11620,서울특별시,관악구,'20.12월,495060
11650,서울특별시,서초구,'20.12월,425126
11680,서울특별시,강남구,'20.12월,539231
11710,서울특별시,송파구,'20.12월,667960
11740,서울특별시,강동구,'20.12월,459970
26,부산광역시,전체,'20.12월,3391946
26110,부산광역시,중구,'20.12월,41523
26140,부산광역시,서구,'20.12월,108135
26170,부산광역시,동구,'20.12월,88901
26200,부산광역시,영도구,'20.12월,113342
26230,부산광역시,부산진구,'20.12월,359886
26260,부산광역시,동래구,'20.12월,270745
26290,부산광역시,남구,'20.12월,267731
26320,부산광역시,북구,'20.12월,283952
26350,부산광역시,해운대구,'20.12월,402169
26380,부산광역시,사하구,'20.12월,311757
26410,부산광역시,금정구,'20.12월,232666
26440,부산광역시,강서구,'20.12월,137957
26470,부산광역시,연제구,'20.12월,209157
26500,부산광역시,수영구,'20.12월,176894
26530,부산광역시,사상구,'20.12월,212586
26710,부산광역시,기장군,'20.12월,174545
27,대구광역시,전체,'20.12월,2418346
27110,대구광역시,중구,'20.12월,76547
27140,대구광역시,동구,'20.12월,341920
27170,대구광역시,서구,'20.12월,170700
27200,대구광역시,남구,'20.12월,146632
27230,대구광역시,북구,'20.12월,440263
27260,대구광역시,수성구,'20.12월,424314
27290,대구광역시,달서구,'20.12월,558631
27710,대구광역시,달성군,'20.12월,259339
28,인천광역시,전체,'20.12월,2942828
28110,인천광역시,중구,'20.12월,139729
28140,인천광역시,동구,'20.12월,62542
28177,인천광역시,미추홀구,'20.12월,404343
28185,인천광역시,연수구,'20.12월,387450
28200,인천광역시,남동구,'20.12월,525354
28237,인천광역시,부평구,'20.12월,494962
28245,인천광역시,계양구,'20.12월,296750
28260,인천광역시,서구,'20.12월,542040
28710,인천광역시,강화군,'20.12월,69203
28720,인천광역시,옹진군,'20.12월,20455
29,광주광역시,전체,'20.12월,1450062
29110,광주광역시,동구,'20.12월,102897
29140,광주광역시,서구,'20.12월,296576
29155,광주광역시,남구,'20.12월,214579
29170,광주광역시,북구,'20.12월,430431
29200,광주광역시,광산구,'20.12월,405579
30,대전광역시,전체,'20.12월,1463882
30110,대전광역시,동구,'20.12월,223021
30140,대전광역시,중구,'20.12월,235550
30170,대전광역시,서구,'20.12월,477880
30200,대전광역시,유성구,'20.12월,351047
30230,대전광역시,대덕구,'20.12월,176384
31,울산광역시,전체,'20.12월,1136017
31110,울산광역시,중구,'20.12월,217595
31140,울산광역시,남구,'20.12월,320064
31170,울산광역시,동구,'20.12월,156806
31200,울산광역시,북구,'20.12월,219014
31710,울산광역시,울주군,'20.12월,222538
36,세종특별자치시,전체,'20.12월,355831
41,경기도,전체,'20.12월,13427014
41105,경기도,북부출장소,'20.12월,0
41110,경기도,수원시,'20.12월,1186078
41111,경기도,장안구,'20.12월,273661
41113,경기도,권선구,'20.12월,368645
41115,경기도,팔달구,'20.12월,174930
41117,경기도,영통구,'20.12월,368842
41130,경기도,성남시,'20.12월,940064
41131,경기도,수정구,'20.12월,241701
41133,경기도,중원구,'20.12월,216131
41135,경기도,분당구,'20.12월,482232
41150,경기도,의정부시,'20.12월,461710
41170,경기도,안양시,'20.12월,550027
41171,경기도,만안구,'20.12월,239413
41173,경기도,동안구,'20.12월,310614
41190,경기도,부천시,'20.12월,818383
41210,경기도,광명시,'20.12월,298599
41220,경기도,평택시,'20.12월,537307
41250,경기도,동두천시,'20.12월,94353
41270,경기도,안산시,'20.12월,654915
41271,경기도,상록구,'20.12월,351888
41273,경기도,단원구,'20.12월,303027
41280,경기도,고양시,'20.12월,1079216
41281,경기도,덕양구,'20.12월,476962
41285,경기도,일산동구,'20.12월,299716
41287,경기도,일산서구,'20.12월,302538
41290,경기도,과천시,'20.12월,63231
41310,경기도,구리시,'20.12월,197454
41360,경기도,남양주시,'20.12월,713321
41370,경기도,오산시,'20.12월,229725
41390,경기도,시흥시,'20.12월,500895
41410,경기도,군포시,'20.12월,273791
41430,경기도,의왕시,'20.12월,163795
41450,경기도,하남시,'20.12월,293452
41460,경기도,용인시,'20.12월,1074176
41461,경기도,처인구,'20.12월,257498
41463,경기도,기흥구,'20.12월,440835
41465,경기도,수지구,'20.12월,375843
41480,경기도,파주시,'20.12월,465617
41500,경기도,이천시,'20.12월,218388
41550,경기도,안성시,'20.12월,187012
41570,경기도,김포시,'20.12월,473970
41590,경기도,화성시,'20.12월,855248
41610,경기도,광주시,'20.12월,382054
41630,경기도,양주시,'20.12월,230359
41650,경기도,포천시,'20.12월,147274
41670,경기도,여주시,'20.12월,111897
41800,경기도,연천군,'20.12월,43516
41820,경기도,가평군,'20.12월,62377
41830,경기도,양평군,'20.12월,118810
42,강원도,전체,'20.12월,1542840
42105,강원도,동해출장소,'20.12월,0
42110,강원도,춘천시,'20.12월,282765
42130,강원도,원주시,'20.12월,354376
42150,강원도,강릉시,'20.12월,213321
42170,강원도,동해시,'20.12월,90593
42190,강원도,태백시,'20.12월,42719
42210,강원도,속초시,'20.12월,82665
42230,강원도,삼척시,'20.12월,65243
42720,강원도,홍천군,'20.12월,69242
42730,강원도,횡성군,'20.12월,46472
42750,강원도,영월군,'20.12월,38662
42760,강원도,평창군,'20.12월,41681
42770,강원도,정선군,'20.12월,36870
42780,강원도,철원군,'20.12월,44699
42790,강원도,화천군,'20.12월,24857
42800,강원도,양구군,'20.12월,22278
42810,강원도,인제군,'20.12월,31694
42820,강원도,고성군,'20.12월,26757
42830,강원도,양양군,'20.12월,27946
43,충청북도,전체,'20.12월,1600837
43110,충청북도,청주시,'20.12월,844993
43111,충청북도,상당구,'20.12월,190034
43112,충청북도,서원구,'20.12월,194720
43113,충청북도,흥덕구,'20.12월,265866
43114,충청북도,청원구,'20.12월,194373
43130,충청북도,충주시,'20.12월,210186
43150,충청북도,제천시,'20.12월,133018
43720,충청북도,보은군,'20.12월,32412
43730,충청북도,옥천군,'20.12월,50527
43740,충청북도,영동군,'20.12월,47475
43745,충청북도,증평군,'20.12월,36807
43750,충청북도,진천군,'20.12월,83718
43760,충청북도,괴산군,'20.12월,39393
43770,충청북도,음성군,'20.12월,93153
43800,충청북도,단양군,'20.12월,29155
44,충청남도,전체,'20.12월,2121029
44130,충청남도,천안시,'20.12월,658808
44131,충청남도,동남구,'20.12월,258009
44133,충청남도,서북구,'20.12월,400799
44150,충청남도,공주시,'20.12월,104545
44180,충청남도,보령시,'20.12월,100229
44200,충청남도,아산시,'20.12월,316129
44210,충청남도,서산시,'20.12월,175591
44230,충청남도,논산시,'20.12월,116675
44250,충청남도,계룡시,'20.12월,42822
44270,충청남도,당진시,'20.12월,166249
44710,충청남도,금산군,'20.12월,51413
44760,충청남도,부여군,'20.12월,65354
44770,충청남도,서천군,'20.12월,51866
44790,충청남도,청양군,'20.12월,30948
44800,충청남도,홍성군,'20.12월,100102
44810,충청남도,예산군,'20.12월,78084
44825,충청남도,태안군,'20.12월,62214
45,전라북도,전체,'20.12월,1804104
45110,전라북도,전주시,'20.12월,657432
45111,전라북도,완산구,'20.12월,339718
45113,전라북도,덕진구,'20.12월,317714
45130,전라북도,군산시,'20.12월,267859
45140,전라북도,익산시,'20.12월,282276
45180,전라북도,정읍시,'20.12월,108508
45190,전라북도,남원시,'20.12월,80662
45210,전라북도,김제시,'20.12월,82450
45710,전라북도,완주군,'20.12월,91609
45720,전라북도,진안군,'20.12월,25394
45730,전라북도,무주군,'20.12월,24036
45740,전라북도,장수군,'20.12월,22085
45750,전라북도,임실군,'20.12월,27314
45770,전라북도,순창군,'20.12월,27810
45790,전라북도,고창군,'20.12월,54529
45800,전라북도,부안군,'20.12월,52140
46,전라남도,전체,'20.12월,1851549
46110,전라남도,목포시,'20.12월,224044
46130,전라남도,여수시,'20.12월,280242
46150,전라남도,순천시,'20.12월,282189
46170,전라남도,나주시,'20.12월,115613
46230,전라남도,광양시,'20.12월,151769
46710,전라남도,담양군,'20.12월,46280
46720,전라남도,곡성군,'20.12월,28039
46730,전라남도,구례군,'20.12월,25719
46770,전라남도,고흥군,'20.12월,63922
46780,전라남도,보성군,'20.12월,40482
46790,전라남도,화순군,'20.12월,62522
46800,전라남도,장흥군,'20.12월,37800
46810,전라남도,강진군,'20.12월,34597
46820,전라남도,해남군,'20.12월,68806
46830,전라남도,영암군,'20.12월,53699
46840,전라남도,무안군,'20.12월,86132
46860,전라남도,함평군,'20.12월,32050
46870,전라남도,영광군,'20.12월,53099
46880,전라남도,장성군,'20.12월,44464
46890,전라남도,완도군,'20.12월,49916
46900,전라남도,진도군,'20.12월,31227
46910,전라남도,신안군,'20.12월,38938
47,경상북도,전체,'20.12월,2639422
47110,경상북도,포항시,'20.12월,502916
47111,경상북도,남구,'20.12월,230422
47113,경상북도,북구,'20.12월,272494
47130,경상북도,경주시,'20.12월,253502
47150,경상북도,김천시,'20.12월,140548
47170,경상북도,안동시,'20.12월,158907
47190,경상북도,구미시,'20.12월,416328
47210,경상북도,영주시,'20.12월,103119
47230,경상북도,영천시,'20.12월,102015
47250,경상북도,상주시,'20.12월,97228
47280,경상북도,문경시,'20.12월,71406
47290,경상북도,경산시,'20.12월,263728
47720,경상북도,군위군,'20.12월,23256
47730,경상북도,의성군,'20.12월,51724
47750,경상북도,청송군,'20.12월,25044
47760,경상북도,영양군,'20.12월,16692
47770,경상북도,영덕군,'20.12월,36313
47820,경상북도,청도군,'20.12월,42263
47830,경상북도,고령군,'20.12월,31361
47840,경상북도,성주군,'20.12월,43414
47850,경상북도,칠곡군,'20.12월,114758
47900,경상북도,예천군,'20.12월,55613
47920,경상북도,봉화군,'20.12월,31494
47930,경상북도,울진군,'20.12월,48716
47940,경상북도,울릉군,'20.12월,9077
48,경상남도,전체,'20.12월,3340216
48120,경상남도,창원시,'20.12월,1036738
48121,경상남도,의창구,'20.12월,262408
48123,경상남도,성산구,'20.12월,214570
48125,경상남도,마산합포구,'20.12월,175716
48127,경상남도,마산회원구,'20.12월,191289
48129,경상남도,진해구,'20.12월,192755
48170,경상남도,진주시,'20.12월,348096
48220,경상남도,통영시,'20.12월,128293
48240,경상남도,사천시,'20.12월,111105
48250,경상남도,김해시,'20.12월,542338
48270,경상남도,밀양시,'20.12월,104831
48310,경상남도,거제시,'20.12월,245754
48330,경상남도,양산시,'20.12월,352229
48720,경상남도,의령군,'20.12월,26800
48730,경상남도,함안군,'20.12월,64182
48740,경상남도,창녕군,'20.12월,61301
48820,경상남도,고성군,'20.12월,51361
48840,경상남도,남해군,'20.12월,42958
48850,경상남도,하동군,'20.12월,44785
48860,경상남도,산청군,'20.12월,34857
48870,경상남도,함양군,'20.12월,39080
48880,경상남도,거창군,'20.12월,61502
48890,경상남도,합천군,'20.12월,44006
50,제주특별자치도,전체,'20.12월,674635
50110,제주특별자치도,제주시,'20.12월,492466
50130,제주특별자치도,서귀포시,'20.12월,182169
0,전국,전체,'21.12월,51638809
11,서울특별시,전체,'21.12월,9509458
11110,서울특별시,종로구,'21.12월,144683
11140,서울특별시,중구,'21.12월,122499
11170,서울특별시,용산구,'21.12월,222953
11200,서울특별시,성동구,'21.12월,285990
11215,서울특별시,광진구,'21.12월,339996
11230,서울특별시,동대문구,'21.12월,337400
11260,서울특별시,중랑구,'21.12월,387350
11290,서울특별시,성북구,'21.12월,430528
11305,서울특별시,강북구,'21.12월,299182
11320,서울특별시,도봉구,'21.12월,317366
11350,서울특별시,노원구,'21.12월,510956
11380,서울특별시,은평구,'21.12월,473307
11410,서울특별시,서대문구,'21.12월,304819
11440,서울특별시,마포구,'21.12월,368905
11470,서울특별시,양천구,'21.12월,447302
11500,서울특별시,강서구,'21.12월,574315
11530,서울특별시,구로구,'21.12월,396754
11545,서울특별시,금천구,'21.12월,230811
11560,서울특별시,영등포구,'21.12월,376837
11590,서울특별시,동작구,'21.12월,385483
11620,서울특별시,관악구,'21.12월,485699
11650,서울특별시,서초구,'21.12월,412279
11680,서울특별시,강남구,'21.12월,533042
11710,서울특별시,송파구,'21.12월,658338
11740,서울특별시,강동구,'21.12월,462664
26,부산광역시,전체,'21.12월,3350380
26110,부산광역시,중구,'21.12월,40524
26140,부산광역시,서구,'21.12월,105164
26170,부산광역시,동구,'21.12월,87679
26200,부산광역시,영도구,'21.12월,110638
26230,부산광역시,부산진구,'21.12월,353159
26260,부산광역시,동래구,'21.12월,266866
26290,부산광역시,남구,'21.12월,262069
26320,부산광역시,북구,'21.12월,283211
26350,부산광역시,해운대구,'21.12월,396438
26380,부산광역시,사하구,'21.12월,306003
26410,부산광역시,금정구,'21.12월,228049
26440,부산광역시,강서구,'21.12월,142918
26470,부산광역시,연제구,'21.12월,207144
26500,부산광역시,수영구,'21.12월,175095
26530,부산광역시,사상구,'21.12월,208298
26710,부산광역시,기장군,'21.12월,177125
27,대구광역시,전체,'21.12월,2385412
27110,대구광역시,중구,'21.12월,74791
27140,대구광역시,동구,'21.12월,341436
27170,대구광역시,서구,'21.12월,164528
27200,대구광역시,남구,'21.12월,143175
27230,대구광역시,북구,'21.12월,437008
27260,대구광역시,수성구,'21.12월,417097
27290,대구광역시,달서구,'21.12월,544926
27710,대구광역시,달성군,'21.12월,262451
28,인천광역시,전체,'21.12월,2948375
28110,인천광역시,중구,'21.12월,143633
28140,인천광역시,동구,'21.12월,61486
28177,인천광역시,미추홀구,'21.12월,407464
28185,인천광역시,연수구,'21.12월,389644
28200,인천광역시,남동구,'21.12월,518272
28237,인천광역시,부평구,'21.12월,486765
28245,인천광역시,계양구,'21.12월,295696
28260,인천광역시,서구,'21.12월,555380
28710,인천광역시,강화군,'21.12월,69693
28720,인천광역시,옹진군,'21.12월,20342
29,광주광역시,전체,'21.12월,1441611
29110,광주광역시,동구,'21.12월,103470
29140,광주광역시,서구,'21.12월,291231
29155,광주광역시,남구,'21.12월,215575
29170,광주광역시,북구,'21.12월,427114
