행정코드,시도,행정구역,연월,value
29200,광주광역시,광산구,'21.12월,404221
30,대전광역시,전체,'21.12월,1452251
30110,대전광역시,동구,'21.12월,222222
30140,대전광역시,중구,'21.12월,230341
30170,대전광역시,서구,'21.12월,473365
30200,대전광역시,유성구,'21.12월,351277
30230,대전광역시,대덕구,'21.12월,175046
31,울산광역시,전체,'21.12월,1121592
31110,울산광역시,중구,'21.12월,212883
31140,울산광역시,남구,'21.12월,313819
31170,울산광역시,동구,'21.12월,154096
31200,울산광역시,북구,'21.12월,218735
31710,울산광역시,울주군,'21.12월,222059
36,세종특별자치시,전체,'21.12월,371895
41,경기도,전체,'21.12월,13565450
41105,경기도,북부출장소,'21.12월,0
41110,경기도,수원시,'21.12월,1183714
41111,경기도,장안구,'21.12월,273835
41113,경기도,권선구,'21.12월,364136
41115,경기도,팔달구,'21.12월,182321
41117,경기도,영통구,'21.12월,363422
41130,경기도,성남시,'21.12월,930948
41131,경기도,수정구,'21.12월,235988
41133,경기도,중원구,'21.12월,210777
41135,경기도,분당구,'21.12월,484183
41150,경기도,의정부시,'21.12월,463661
41170,경기도,안양시,'21.12월,547178
41171,경기도,만안구,'21.12월,238311
41173,경기도,동안구,'21.12월,308867
41190,경기도,부천시,'21.12월,806067
41210,경기도,광명시,'21.12월,292893
41220,경기도,평택시,'21.12월,564288
41250,경기도,동두천시,'21.12월,93592
41270,경기도,안산시,'21.12월,652726
41271,경기도,상록구,'21.12월,350668
41273,경기도,단원구,'21.12월,302058
41280,경기도,고양시,'21.12월,1079353
41281,경기도,덕양구,'21.12월,482927
41285,경기도,일산동구,'21.12월,298873
41287,경기도,일산서구,'21.12월,297553
41290,경기도,과천시,'21.12월,73345
41310,경기도,구리시,'21.12월,191948
41360,경기도,남양주시,'21.12월,733798
41370,경기도,오산시,'21.12월,229983
41390,경기도,시흥시,'21.12월,512030
41410,경기도,군포시,'21.12월,268535
41430,경기도,의왕시,'21.12월,163356
41450,경기도,하남시,'21.12월,320087
41460,경기도,용인시,'21.12월,1077508
41461,경기도,처인구,'21.12월,260198
41463,경기도,기흥구,'21.12월,441742
41465,경기도,수지구,'21.12월,375568
41480,경기도,파주시,'21.12월,483245
41500,경기도,이천시,'21.12월,223177
41550,경기도,안성시,'21.12월,189534
41570,경기도,김포시,'21.12월,486508
41590,경기도,화성시,'21.12월,887015
41610,경기도,광주시,'21.12월,387289
41630,경기도,양주시,'21.12월,236368
41650,경기도,포천시,'21.12월,148939
41670,경기도,여주시,'21.12월,112150
41800,경기도,연천군,'21.12월,42721
41820,경기도,가평군,'21.12월,62264
41830,경기도,양평군,'21.12월,121230
42,강원도,전체,'21.12월,1538492
42105,강원도,동해출장소,'21.12월,0
42110,강원도,춘천시,'21.12월,284594
42130,강원도,원주시,'21.12월,357757
42150,강원도,강릉시,'21.12월,212965
42170,강원도,동해시,'21.12월,90081
42190,강원도,태백시,'21.12월,40844
42210,강원도,속초시,'21.12월,82791
42230,강원도,삼척시,'21.12월,63429
42720,강원도,홍천군,'21.12월,68365
42730,강원도,횡성군,'21.12월,46481
42750,강원도,영월군,'21.12월,37904
42760,강원도,평창군,'21.12월,40996
42770,강원도,정선군,'21.12월,35675
42780,강원도,철원군,'21.12월,43340
42790,강원도,화천군,'21.12월,24195
42800,강원도,양구군,'21.12월,21748
42810,강원도,인제군,'21.12월,32165
42820,강원도,고성군,'21.12월,27249
42830,강원도,양양군,'21.12월,27913
43,충청북도,전체,'21.12월,1597427
43110,충청북도,청주시,'21.12월,848482
43111,충청북도,상당구,'21.12월,193827
43112,충청북도,서원구,'21.12월,192899
43113,충청북도,흥덕구,'21.12월,267429
43114,충청북도,청원구,'21.12월,194327
43130,충청북도,충주시,'21.12월,209358
43150,충청북도,제천시,'21.12월,131591
43720,충청북도,보은군,'21.12월,31878
43730,충청북도,옥천군,'21.12월,50093
43740,충청북도,영동군,'21.12월,45773
43745,충청북도,증평군,'21.12월,36426
43750,충청북도,진천군,'21.12월,85176
43760,충청북도,괴산군,'21.12월,38122
43770,충청북도,음성군,'21.12월,92197
43800,충청북도,단양군,'21.12월,28331
44,충청남도,전체,'21.12월,2119257
44130,충청남도,천안시,'21.12월,658486
44131,충청남도,동남구,'21.12월,255292
44133,충청남도,서북구,'21.12월,403194
44150,충청남도,공주시,'21.12월,103145
44180,충청남도,보령시,'21.12월,98408
44200,충청남도,아산시,'21.12월,324580
44210,충청남도,서산시,'21.12월,176645
44230,충청남도,논산시,'21.12월,114483
44250,충청남도,계룡시,'21.12월,43331
44270,충청남도,당진시,'21.12월,167092
44710,충청남도,금산군,'21.12월,50477
44760,충청남도,부여군,'21.12월,63774
44770,충청남도,서천군,'21.12월,50745
44790,충청남도,청양군,'21.12월,30440
44800,충청남도,홍성군,'21.12월,99324
44810,충청남도,예산군,'21.12월,76801
44825,충청남도,태안군,'21.12월,61526
45,전라북도,전체,'21.12월,1786855
45110,전라북도,전주시,'21.12월,657269
45111,전라북도,완산구,'21.12월,335804
45113,전라북도,덕진구,'21.12월,321465
45130,전라북도,군산시,'21.12월,265304
45140,전라북도,익산시,'21.12월,278113
45180,전라북도,정읍시,'21.12월,106487
45190,전라북도,남원시,'21.12월,79431
45210,전라북도,김제시,'21.12월,80913
45710,전라북도,완주군,'21.12월,91142
45720,전라북도,진안군,'21.12월,24987
45730,전라북도,무주군,'21.12월,23748
45740,전라북도,장수군,'21.12월,21695
45750,전라북도,임실군,'21.12월,26730
45770,전라북도,순창군,'21.12월,26855
45790,전라북도,고창군,'21.12월,53386
45800,전라북도,부안군,'21.12월,50795
46,전라남도,전체,'21.12월,1832803
46110,전라남도,목포시,'21.12월,218589
46130,전라남도,여수시,'21.12월,276762
46150,전라남도,순천시,'21.12월,281436
46170,전라남도,나주시,'21.12월,116726
46230,전라남도,광양시,'21.12월,150531
46710,전라남도,담양군,'21.12월,46180
46720,전라남도,곡성군,'21.12월,27535
46730,전라남도,구례군,'21.12월,25235
46770,전라남도,고흥군,'21.12월,62762
46780,전라남도,보성군,'21.12월,39375
46790,전라남도,화순군,'21.12월,62624
46800,전라남도,장흥군,'21.12월,36547
46810,전라남도,강진군,'21.12월,33753
46820,전라남도,해남군,'21.12월,67166
46830,전라남도,영암군,'21.12월,52937
46840,전라남도,무안군,'21.12월,91107
46860,전라남도,함평군,'21.12월,31274
46870,전라남도,영광군,'21.12월,51985
46880,전라남도,장성군,'21.12월,43365
46890,전라남도,완도군,'21.12월,48631
46900,전라남도,진도군,'21.12월,30066
46910,전라남도,신안군,'21.12월,38217
47,경상북도,전체,'21.12월,2626609
47110,경상북도,포항시,'21.12월,503852
47111,경상북도,남구,'21.12월,230801
47113,경상북도,북구,'21.12월,273051
47130,경상북도,경주시,'21.12월,251889
47150,경상북도,김천시,'21.12월,140239
47170,경상북도,안동시,'21.12월,156972
47190,경상북도,구미시,'21.12월,412581
47210,경상북도,영주시,'21.12월,101942
47230,경상북도,영천시,'21.12월,101888
47250,경상북도,상주시,'21.12월,95566
47280,경상북도,문경시,'21.12월,71154
47290,경상북도,경산시,'21.12월,268369
47720,경상북도,군위군,'21.12월,22945
47730,경상북도,의성군,'21.12월,50632
47750,경상북도,청송군,'21.12월,24539
47760,경상북도,영양군,'21.12월,16320
47770,경상북도,영덕군,'21.12월,35314
47820,경상북도,청도군,'21.12월,41891
47830,경상북도,고령군,'21.12월,30626
47840,경상북도,성주군,'21.12월,42842
47850,경상북도,칠곡군,'21.12월,113822
47900,경상북도,예천군,'21.12월,55739
47920,경상북도,봉화군,'21.12월,30762
47930,경상북도,울진군,'21.12월,47858
47940,경상북도,울릉군,'21.12월,8867
48,경상남도,전체,'21.12월,3314183
48120,경상남도,창원시,'21.12월,1032741
48121,경상남도,의창구,'21.12월,218027
48123,경상남도,성산구,'21.12월,251562
48125,경상남도,마산합포구,'21.12월,181322
48127,경상남도,마산회원구,'21.12월,186881
48129,경상남도,진해구,'21.12월,194949
48170,경상남도,진주시,'21.12월,347097
48220,경상남도,통영시,'21.12월,125383
48240,경상남도,사천시,'21.12월,109953
48250,경상남도,김해시,'21.12월,537673
48270,경상남도,밀양시,'21.12월,103525
48310,경상남도,거제시,'21.12월,241216
48330,경상남도,양산시,'21.12월,354726
48720,경상남도,의령군,'21.12월,26322
48730,경상남도,함안군,'21.12월,62547
48740,경상남도,창녕군,'21.12월,60129
48820,경상남도,고성군,'21.12월,50478
48840,경상남도,남해군,'21.12월,42266
48850,경상남도,하동군,'21.12월,43449
48860,경상남도,산청군,'21.12월,34360
48870,경상남도,함양군,'21.12월,38310
48880,경상남도,거창군,'21.12월,61073
48890,경상남도,합천군,'21.12월,42935
50,제주특별자치도,전체,'21.12월,676759
50110,제주특별자치도,제주시,'21.12월,493096
50130,제주특별자치도,서귀포시,'21.12월,183663
0,전국,전체,'22.12월,51439038
11,서울특별시,전체,'22.12월,9428372
11110,서울특별시,종로구,'22.12월,141379
11140,서울특별시,중구,'22.12월,120437
11170,서울특별시,용산구,'22.12월,218650
11200,서울특별시,성동구,'22.12월,281000
11215,서울특별시,광진구,'22.12월,337416
11230,서울특별시,동대문구,'22.12월,336644
11260,서울특별시,중랑구,'22.12월,385318
11290,서울특별시,성북구,'22.12월,430397
11305,서울특별시,강북구,'22.12월,293660
11320,서울특별시,도봉구,'22.12월,311694
11350,서울특별시,노원구,'22.12월,503734
11380,서울특별시,은평구,'22.12월,466746
11410,서울특별시,서대문구,'22.12월,306337
11440,서울특별시,마포구,'22.12월,364638
11470,서울특별시,양천구,'22.12월,440881
11500,서울특별시,강서구,'22.12월,569166
11530,서울특별시,구로구,'22.12월,395315
11545,서울특별시,금천구,'22.12월,229642
11560,서울특별시,영등포구,'22.12월,375675
11590,서울특별시,동작구,'22.12월,380596
11620,서울특별시,관악구,'22.12월,486752
11650,서울특별시,서초구,'22.12월,404325
11680,서울특별시,강남구,'22.12월,529102
11710,서울특별시,송파구,'22.12월,658801
11740,서울특별시,강동구,'22.12월,460067
26,부산광역시,전체,'22.12월,3317812
26110,부산광역시,중구,'22.12월,39689
26140,부산광역시,서구,'22.12월,105192
26170,부산광역시,동구,'22.12월,86462
26200,부산광역시,영도구,'22.12월,108156
26230,부산광역시,부산진구,'22.12월,355917
26260,부산광역시,동래구,'22.12월,273226
26290,부산광역시,남구,'22.12월,256333
26320,부산광역시,북구,'22.12월,278857
26350,부산광역시,해운대구,'22.12월,386785
26380,부산광역시,사하구,'22.12월,301987
26410,부산광역시,금정구,'22.12월,221256
26440,부산광역시,강서구,'22.12월,143207
26470,부산광역시,연제구,'22.12월,203536
26500,부산광역시,수영구,'22.12월,174806
26530,부산광역시,사상구,'22.12월,203789
26710,부산광역시,기장군,'22.12월,178614
27,대구광역시,전체,'22.12월,2363691
27110,대구광역시,중구,'22.12월,80199
27140,대구광역시,동구,'22.12월,339530
27170,대구광역시,서구,'22.12월,159827
27200,대구광역시,남구,'22.12월,141519
27230,대구광역시,북구,'22.12월,430912
27260,대구광역시,수성구,'22.12월,411553
27290,대구광역시,달서구,'22.12월,536989
27710,대구광역시,달성군,'22.12월,263162
28,인천광역시,전체,'22.12월,2967314
28110,인천광역시,중구,'22.12월,152931
28140,인천광역시,동구,'22.12월,58999
28177,인천광역시,미추홀구,'22.12월,406004
28185,인천광역시,연수구,'22.12월,385796
28200,인천광역시,남동구,'22.12월,506181
28237,인천광역시,부평구,'22.12월,489118
28245,인천광역시,계양구,'22.12월,288856
28260,인천광역시,서구,'22.12월,589013
28710,인천광역시,강화군,'22.12월,69803
28720,인천광역시,옹진군,'22.12월,20613
29,광주광역시,전체,'22.12월,1431050
29110,광주광역시,동구,'22.12월,105909
29140,광주광역시,서구,'22.12월,287401
29155,광주광역시,남구,'22.12월,212379
29170,광주광역시,북구,'22.12월,424707
29200,광주광역시,광산구,'22.12월,400654
30,대전광역시,전체,'22.12월,1446072
30110,대전광역시,동구,'22.12월,219751
30140,대전광역시,중구,'22.12월,227108
30170,대전광역시,서구,'22.12월,470374
30200,대전광역시,유성구,'22.12월,356093
30230,대전광역시,대덕구,'22.12월,172746
31,울산광역시,전체,'22.12월,1110663
31110,울산광역시,중구,'22.12월,208132
31140,울산광역시,남구,'22.12월,310638
31170,울산광역시,동구,'22.12월,151711
31200,울산광역시,북구,'22.12월,218670
31710,울산광역시,울주군,'22.12월,221512
36,세종특별자치시,전체,'22.12월,383591
41,경기도,전체,'22.12월,13589432
41105,경기도,북부출장소,'22.12월,0
41110,경기도,수원시,'22.12월,1190964
41111,경기도,장안구,'22.12월,270524
41113,경기도,권선구,'22.12월,367446
41115,경기도,팔달구,'22.12월,192610
41117,경기도,영통구,'22.12월,360384
41130,경기도,성남시,'22.12월,922518
41131,경기도,수정구,'22.12월,230460
41133,경기도,중원구,'22.12월,210505
41135,경기도,분당구,'22.12월,481553
41150,경기도,의정부시,'22.12월,463724
41170,경기도,안양시,'22.12월,548228
41171,경기도,만안구,'22.12월,234394
41173,경기도,동안구,'22.12월,313834
41190,경기도,부천시,'22.12월,790128
41210,경기도,광명시,'22.12월,287945
41220,경기도,평택시,'22.12월,578529
41250,경기도,동두천시,'22.12월,91546
41270,경기도,안산시,'22.12월,641660
41271,경기도,상록구,'22.12월,344664
41273,경기도,단원구,'22.12월,296996
41280,경기도,고양시,'22.12월,1076535
41281,경기도,덕양구,'22.12월,490088
41285,경기도,일산동구,'22.12월,296122
41287,경기도,일산서구,'22.12월,290325
41290,경기도,과천시,'22.12월,78137
41310,경기도,구리시,'22.12월,188701
41360,경기도,남양주시,'22.12월,737353
41370,경기도,오산시,'22.12월,229849
41390,경기도,시흥시,'22.12월,512912
41410,경기도,군포시,'22.12월,266213
41430,경기도,의왕시,'22.12월,160221
41450,경기도,하남시,'22.12월,326059
41460,경기도,용인시,'22.12월,1074971
41461,경기도,처인구,'22.12월,259288
41463,경기도,기흥구,'22.12월,438235
41465,경기도,수지구,'22.12월,377448
41480,경기도,파주시,'22.12월,495315
41500,경기도,이천시,'22.12월,222721
41550,경기도,안성시,'22.12월,188842
41570,경기도,김포시,'22.12월,484267
41590,경기도,화성시,'22.12월,910814
41610,경기도,광주시,'22.12월,391462
41630,경기도,양주시,'22.12월,243432
41650,경기도,포천시,'22.12월,146701
41670,경기도,여주시,'22.12월,113150
41800,경기도,연천군,'22.12월,42062
41820,경기도,가평군,'22.12월,62150
41830,경기도,양평군,'22.12월,122323
42,강원도,전체,'22.12월,1536498
42105,강원도,동해출장소,'22.12월,0
42110,강원도,춘천시,'22.12월,286664
42130,강원도,원주시,'22.12월,360807
42150,강원도,강릉시,'22.12월,211381
42170,강원도,동해시,'22.12월,89426
42190,강원도,태백시,'22.12월,39428
42210,강원도,속초시,'22.12월,82806
42230,강원도,삼척시,'22.12월,63455
42720,강원도,홍천군,'22.12월,67977
42730,강원도,횡성군,'22.12월,46532
42750,강원도,영월군,'22.12월,37728
42760,강원도,평창군,'22.12월,40990
42770,강원도,정선군,'22.12월,34931
42780,강원도,철원군,'22.12월,42256
42790,강원도,화천군,'22.12월,23388
42800,강원도,양구군,'22.12월,21383
42810,강원도,인제군,'22.12월,32206
42820,강원도,고성군,'22.12월,27274
42830,강원도,양양군,'22.12월,27866
43,충청북도,전체,'22.12월,1595058
43110,충청북도,청주시,'22.12월,849573
43111,충청북도,상당구,'22.12월,196425
43112,충청북도,서원구,'22.12월,191273
43113,충청북도,흥덕구,'22.12월,268051
43114,충청북도,청원구,'22.12월,193824
43130,충청북도,충주시,'22.12월,208277
43150,충청북도,제천시,'22.12월,130988
43720,충청북도,보은군,'22.12월,31455
43730,충청북도,옥천군,'22.12월,49520
43740,충청북도,영동군,'22.12월,44956
43745,충청북도,증평군,'22.12월,37262
43750,충청북도,진천군,'22.12월,86147
43760,충청북도,괴산군,'22.12월,37055
43770,충청북도,음성군,'22.12월,92058
43800,충청북도,단양군,'22.12월,27767
44,충청남도,전체,'22.12월,2123037
44130,충청남도,천안시,'22.12월,657559
44131,충청남도,동남구,'22.12월,255647
44133,충청남도,서북구,'22.12월,401912
44150,충청남도,공주시,'22.12월,102571
44180,충청남도,보령시,'22.12월,97157
44200,충청남도,아산시,'22.12월,334539
44210,충청남도,서산시,'22.12월,176413
44230,충청남도,논산시,'22.12월,112617
44250,충청남도,계룡시,'22.12월,44475
44270,충청남도,당진시,'22.12월,168253
44710,충청남도,금산군,'22.12월,50092
44760,충청남도,부여군,'22.12월,62343
44770,충청남도,서천군,'22.12월,49964
44790,충청남도,청양군,'22.12월,30266
44800,충청남도,홍성군,'22.12월,98068
44810,충청남도,예산군,'22.12월,77385
44825,충청남도,태안군,'22.12월,61335
45,전라북도,전체,'22.12월,1769607
45110,전라북도,전주시,'22.12월,651495
45111,전라북도,완산구,'22.12월,332573
45113,전라북도,덕진구,'22.12월,318922
45130,전라북도,군산시,'22.12월,262467
45140,전라북도,익산시,'22.12월,273697
45180,전라북도,정읍시,'22.12월,105081
45190,전라북도,남원시,'22.12월,77948
45210,전라북도,김제시,'22.12월,81455
45710,전라북도,완주군,'22.12월,92422
45720,전라북도,진안군,'22.12월,24550
45730,전라북도,무주군,'22.12월,23489
45740,전라북도,장수군,'22.12월,21336
45750,전라북도,임실군,'22.12월,26508
45770,전라북도,순창군,'22.12월,26727
45790,전라북도,고창군,'22.12월,52338
45800,전라북도,부안군,'22.12월,50094
46,전라남도,전체,'22.12월,1817697
46110,전라남도,목포시,'22.12월,216939
46130,전라남도,여수시,'22.12월,274765
46150,전라남도,순천시,'22.12월,278737
46170,전라남도,나주시,'22.12월,116456
46230,전라남도,광양시,'22.12월,152168
46710,전라남도,담양군,'22.12월,45792
46720,전라남도,곡성군,'22.12월,27060
46730,전라남도,구례군,'22.12월,24655
46770,전라남도,고흥군,'22.12월,61880
46780,전라남도,보성군,'22.12월,38471
46790,전라남도,화순군,'22.12월,62024
46800,전라남도,장흥군,'22.12월,35650
46810,전라남도,강진군,'22.12월,33177
46820,전라남도,해남군,'22.12월,65831
46830,전라남도,영암군,'22.12월,52395
46840,전라남도,무안군,'22.12월,90608
46860,전라남도,함평군,'22.12월,30784
46870,전라남도,영광군,'22.12월,52197
46880,전라남도,장성군,'22.12월,43146
46890,전라남도,완도군,'22.12월,47597
46900,전라남도,진도군,'22.12월,29507
46910,전라남도,신안군,'22.12월,37858
47,경상북도,전체,'22.12월,2600492
47110,경상북도,포항시,'22.12월,496650
47111,경상북도,남구,'22.12월,227486
47113,경상북도,북구,'22.12월,269164
47130,경상북도,경주시,'22.12월,249607
47150,경상북도,김천시,'22.12월,139324
47170,경상북도,안동시,'22.12월,154610
47190,경상북도,구미시,'22.12월,408110
47210,경상북도,영주시,'22.12월,100749
47230,경상북도,영천시,'22.12월,101088
47250,경상북도,상주시,'22.12월,94823
47280,경상북도,문경시,'22.12월,70373
47290,경상북도,경산시,'22.12월,267725
47720,경상북도,군위군,'22.12월,23340
47730,경상북도,의성군,'22.12월,50186
47750,경상북도,청송군,'22.12월,24295
47760,경상북도,영양군,'22.12월,16022
47770,경상북도,영덕군,'22.12월,34650
47820,경상북도,청도군,'22.12월,41614
47830,경상북도,고령군,'22.12월,30353
47840,경상북도,성주군,'22.12월,42566
47850,경상북도,칠곡군,'22.12월,112487
47900,경상북도,예천군,'22.12월,55755
47920,경상북도,봉화군,'22.12월,30139
47930,경상북도,울진군,'22.12월,47030
47940,경상북도,울릉군,'22.12월,8996
48,경상남도,전체,'22.12월,3280493
48120,경상남도,창원시,'22.12월,1021487
48121,경상남도,의창구,'22.12월,215823
48123,경상남도,성산구,'22.12월,248512
48125,경상남도,마산합포구,'22.12월,179496
48127,경상남도,마산회원구,'22.12월,183662
48129,경상남도,진해구,'22.12월,193994
48170,경상남도,진주시,'22.12월,343782
48220,경상남도,통영시,'22.12월,122681
48240,경상남도,사천시,'22.12월,109369
48250,경상남도,김해시,'22.12월,535129
48270,경상남도,밀양시,'22.12월,102945
48310,경상남도,거제시,'22.12월,236662
48330,경상남도,양산시,'22.12월,353792
48720,경상남도,의령군,'22.12월,26061
48730,경상남도,함안군,'22.12월,61456
48740,경상남도,창녕군,'22.12월,58372
48820,경상남도,고성군,'22.12월,50448
48840,경상남도,남해군,'22.12월,41579
48850,경상남도,하동군,'22.12월,42465
48860,경상남도,산청군,'22.12월,34028
48870,경상남도,함양군,'22.12월,37708
48880,경상남도,거창군,'22.12월,60387
48890,경상남도,합천군,'22.12월,42142
50,제주특별자치도,전체,'22.12월,678159
50110,제주특별자치도,제주시,'22.12월,493389
50130,제주특별자치도,서귀포시,'22.12월,184770
