시도,행정구역,key,연령별,시점,고용률 (%)
경상북도,성주군,경상북도-성주군,15 - 29세,'18상,57.4
경상북도,성주군,경상북도-성주군,15 - 29세,'18하,55.7
경상북도,성주군,경상북도-성주군,15 - 29세,'19상,49.9
경상북도,성주군,경상북도-성주군,15 - 29세,'19하,56.2
경상북도,성주군,경상북도-성주군,15 - 29세,'20상,44.3
경상북도,성주군,경상북도-성주군,15 - 29세,'20하,52.7
경상북도,성주군,경상북도-성주군,15 - 29세,'21상,50.2
경상북도,성주군,경상북도-성주군,15 - 29세,'21하,55.5
경상북도,성주군,경상북도-성주군,15 - 29세,'22상,60.7
경상북도,칠곡군,경상북도-칠곡군,15 - 29세,'18상,40.8
경상북도,칠곡군,경상북도-칠곡군,15 - 29세,'18하,40.6
경상북도,칠곡군,경상북도-칠곡군,15 - 29세,'19상,42.1
경상북도,칠곡군,경상북도-칠곡군,15 - 29세,'19하,41.1
경상북도,칠곡군,경상북도-칠곡군,15 - 29세,'20상,37.6
경상북도,칠곡군,경상북도-칠곡군,15 - 29세,'20하,41.2
경상북도,칠곡군,경상북도-칠곡군,15 - 29세,'21상,37.2
경상북도,칠곡군,경상북도-칠곡군,15 - 29세,'21하,35.7
경상북도,칠곡군,경상북도-칠곡군,15 - 29세,'22상,36
경상북도,예천군,경상북도-예천군,15 - 29세,'18상,40.1
경상북도,예천군,경상북도-예천군,15 - 29세,'18하,32.7
경상북도,예천군,경상북도-예천군,15 - 29세,'19상,41.7
경상북도,예천군,경상북도-예천군,15 - 29세,'19하,48.1
경상북도,예천군,경상북도-예천군,15 - 29세,'20상,42.3
경상북도,예천군,경상북도-예천군,15 - 29세,'20하,38.3
경상북도,예천군,경상북도-예천군,15 - 29세,'21상,35.6
경상북도,예천군,경상북도-예천군,15 - 29세,'21하,32.7
경상북도,예천군,경상북도-예천군,15 - 29세,'22상,34
경상북도,봉화군,경상북도-봉화군,15 - 29세,'18상,39.1
경상북도,봉화군,경상북도-봉화군,15 - 29세,'18하,27.3
경상북도,봉화군,경상북도-봉화군,15 - 29세,'19상,31.5
경상북도,봉화군,경상북도-봉화군,15 - 29세,'19하,29.1
경상북도,봉화군,경상북도-봉화군,15 - 29세,'20상,26.1
경상북도,봉화군,경상북도-봉화군,15 - 29세,'20하,29.2
경상북도,봉화군,경상북도-봉화군,15 - 29세,'21상,33.7
경상북도,봉화군,경상북도-봉화군,15 - 29세,'21하,30.3
경상북도,봉화군,경상북도-봉화군,15 - 29세,'22상,37
경상북도,울진군,경상북도-울진군,15 - 29세,'18상,42.5
경상북도,울진군,경상북도-울진군,15 - 29세,'18하,40.5
경상북도,울진군,경상북도-울진군,15 - 29세,'19상,42.2
경상북도,울진군,경상북도-울진군,15 - 29세,'19하,46.3
경상북도,울진군,경상북도-울진군,15 - 29세,'20상,50.4
경상북도,울진군,경상북도-울진군,15 - 29세,'20하,47.5
경상북도,울진군,경상북도-울진군,15 - 29세,'21상,41.2
경상북도,울진군,경상북도-울진군,15 - 29세,'21하,41.5
경상북도,울진군,경상북도-울진군,15 - 29세,'22상,50.8
경상북도,울릉군,경상북도-울릉군,15 - 29세,'18상,76.3
경상북도,울릉군,경상북도-울릉군,15 - 29세,'18하,68.8
경상북도,울릉군,경상북도-울릉군,15 - 29세,'19상,76.4
경상북도,울릉군,경상북도-울릉군,15 - 29세,'19하,75.4
경상북도,울릉군,경상북도-울릉군,15 - 29세,'20상,69.3
경상북도,울릉군,경상북도-울릉군,15 - 29세,'20하,70.4
경상북도,울릉군,경상북도-울릉군,15 - 29세,'21상,71.5
경상북도,울릉군,경상북도-울릉군,15 - 29세,'21하,72.6
경상북도,울릉군,경상북도-울릉군,15 - 29세,'22상,78.4
경상남도,진주시,경상남도-진주시,15 - 29세,'18상,31.2
경상남도,진주시,경상남도-진주시,15 - 29세,'18하,27.7
경상남도,진주시,경상남도-진주시,15 - 29세,'19상,32.4
경상남도,진주시,경상남도-진주시,15 - 29세,'19하,30.4
경상남도,진주시,경상남도-진주시,15 - 29세,'20상,29.3
경상남도,진주시,경상남도-진주시,15 - 29세,'20하,28.8
경상남도,진주시,경상남도-진주시,15 - 29세,'21상,29
경상남도,진주시,경상남도-진주시,15 - 29세,'21하,31.3
경상남도,진주시,경상남도-진주시,15 - 29세,'22상,29.3
경상남도,통영시,경상남도-통영시,15 - 29세,'18상,25.9
경상남도,통영시,경상남도-통영시,15 - 29세,'18하,29.4
경상남도,통영시,경상남도-통영시,15 - 29세,'19상,32.3
경상남도,통영시,경상남도-통영시,15 - 29세,'19하,34.2
경상남도,통영시,경상남도-통영시,15 - 29세,'20상,32.9
경상남도,통영시,경상남도-통영시,15 - 29세,'20하,31.7
경상남도,통영시,경상남도-통영시,15 - 29세,'21상,34
경상남도,통영시,경상남도-통영시,15 - 29세,'21하,30.9
경상남도,통영시,경상남도-통영시,15 - 29세,'22상,34.2
경상남도,사천시,경상남도-사천시,15 - 29세,'18상,33.5
경상남도,사천시,경상남도-사천시,15 - 29세,'18하,38.6
경상남도,사천시,경상남도-사천시,15 - 29세,'19상,39.1
경상남도,사천시,경상남도-사천시,15 - 29세,'19하,38.4
경상남도,사천시,경상남도-사천시,15 - 29세,'20상,30.7
경상남도,사천시,경상남도-사천시,15 - 29세,'20하,30.9
경상남도,사천시,경상남도-사천시,15 - 29세,'21상,27.7
경상남도,사천시,경상남도-사천시,15 - 29세,'21하,26.1
경상남도,사천시,경상남도-사천시,15 - 29세,'22상,28.1
경상남도,김해시,경상남도-김해시,15 - 29세,'18상,37.7
경상남도,김해시,경상남도-김해시,15 - 29세,'18하,38.6
경상남도,김해시,경상남도-김해시,15 - 29세,'19상,38.4
경상남도,김해시,경상남도-김해시,15 - 29세,'19하,39.1
경상남도,김해시,경상남도-김해시,15 - 29세,'20상,35.6
경상남도,김해시,경상남도-김해시,15 - 29세,'20하,33.7
경상남도,김해시,경상남도-김해시,15 - 29세,'21상,37
경상남도,김해시,경상남도-김해시,15 - 29세,'21하,35
경상남도,김해시,경상남도-김해시,15 - 29세,'22상,37.1
경상남도,밀양시,경상남도-밀양시,15 - 29세,'18상,30.9
경상남도,밀양시,경상남도-밀양시,15 - 29세,'18하,32.8
경상남도,밀양시,경상남도-밀양시,15 - 29세,'19상,36.5
경상남도,밀양시,경상남도-밀양시,15 - 29세,'19하,39.4
경상남도,밀양시,경상남도-밀양시,15 - 29세,'20상,31.2
경상남도,밀양시,경상남도-밀양시,15 - 29세,'20하,35
경상남도,밀양시,경상남도-밀양시,15 - 29세,'21상,36.7
경상남도,밀양시,경상남도-밀양시,15 - 29세,'21하,45.6
경상남도,밀양시,경상남도-밀양시,15 - 29세,'22상,46.9
경상남도,거제시,경상남도-거제시,15 - 29세,'18상,37.5
경상남도,거제시,경상남도-거제시,15 - 29세,'18하,40.9
경상남도,거제시,경상남도-거제시,15 - 29세,'19상,41.2
경상남도,거제시,경상남도-거제시,15 - 29세,'19하,42.5
경상남도,거제시,경상남도-거제시,15 - 29세,'20상,39
경상남도,거제시,경상남도-거제시,15 - 29세,'20하,32.1
경상남도,거제시,경상남도-거제시,15 - 29세,'21상,30.9
경상남도,거제시,경상남도-거제시,15 - 29세,'21하,34.5
경상남도,거제시,경상남도-거제시,15 - 29세,'22상,32.4
경상남도,양산시,경상남도-양산시,15 - 29세,'18상,31.4
경상남도,양산시,경상남도-양산시,15 - 29세,'18하,33.6
경상남도,양산시,경상남도-양산시,15 - 29세,'19상,35.1
경상남도,양산시,경상남도-양산시,15 - 29세,'19하,35.1
경상남도,양산시,경상남도-양산시,15 - 29세,'20상,29.8
경상남도,양산시,경상남도-양산시,15 - 29세,'20하,31.4
경상남도,양산시,경상남도-양산시,15 - 29세,'21상,34.8
경상남도,양산시,경상남도-양산시,15 - 29세,'21하,34.5
경상남도,양산시,경상남도-양산시,15 - 29세,'22상,34
경상남도,창원시,경상남도-창원시,15 - 29세,'18상,39
경상남도,창원시,경상남도-창원시,15 - 29세,'18하,40.5
경상남도,창원시,경상남도-창원시,15 - 29세,'19상,39.5
경상남도,창원시,경상남도-창원시,15 - 29세,'19하,41.4
경상남도,창원시,경상남도-창원시,15 - 29세,'20상,35.4
경상남도,창원시,경상남도-창원시,15 - 29세,'20하,39.3
경상남도,창원시,경상남도-창원시,15 - 29세,'21상,39.3
경상남도,창원시,경상남도-창원시,15 - 29세,'21하,38.2
경상남도,창원시,경상남도-창원시,15 - 29세,'22상,39.8
경상남도,의령군,경상남도-의령군,15 - 29세,'18상,49.8
경상남도,의령군,경상남도-의령군,15 - 29세,'18하,60.5
경상남도,의령군,경상남도-의령군,15 - 29세,'19상,61.3
경상남도,의령군,경상남도-의령군,15 - 29세,'19하,42.1
경상남도,의령군,경상남도-의령군,15 - 29세,'20상,43.1
경상남도,의령군,경상남도-의령군,15 - 29세,'20하,43.8
경상남도,의령군,경상남도-의령군,15 - 29세,'21상,46.3
경상남도,의령군,경상남도-의령군,15 - 29세,'21하,53.7
경상남도,의령군,경상남도-의령군,15 - 29세,'22상,58.1
경상남도,함안군,경상남도-함안군,15 - 29세,'18상,38.7
경상남도,함안군,경상남도-함안군,15 - 29세,'18하,36.2
경상남도,함안군,경상남도-함안군,15 - 29세,'19상,32.7
경상남도,함안군,경상남도-함안군,15 - 29세,'19하,29.3
경상남도,함안군,경상남도-함안군,15 - 29세,'20상,32.4
경상남도,함안군,경상남도-함안군,15 - 29세,'20하,31.3
경상남도,함안군,경상남도-함안군,15 - 29세,'21상,32.2
경상남도,함안군,경상남도-함안군,15 - 29세,'21하,38.9
경상남도,함안군,경상남도-함안군,15 - 29세,'22상,37.3
경상남도,창녕군,경상남도-창녕군,15 - 29세,'18상,35.9
경상남도,창녕군,경상남도-창녕군,15 - 29세,'18하,51.8
경상남도,창녕군,경상남도-창녕군,15 - 29세,'19상,46.6
경상남도,창녕군,경상남도-창녕군,15 - 29세,'19하,50.8
경상남도,창녕군,경상남도-창녕군,15 - 29세,'20상,40.1
경상남도,창녕군,경상남도-창녕군,15 - 29세,'20하,40.3
경상남도,창녕군,경상남도-창녕군,15 - 29세,'21상,37
경상남도,창녕군,경상남도-창녕군,15 - 29세,'21하,52.8
경상남도,창녕군,경상남도-창녕군,15 - 29세,'22상,52.7
경상남도,고성군,경상남도-고성군,15 - 29세,'18상,29.2
경상남도,고성군,경상남도-고성군,15 - 29세,'18하,38.3
경상남도,고성군,경상남도-고성군,15 - 29세,'19상,33.7
경상남도,고성군,경상남도-고성군,15 - 29세,'19하,25.1
경상남도,고성군,경상남도-고성군,15 - 29세,'20상,31.1
경상남도,고성군,경상남도-고성군,15 - 29세,'20하,32.9
경상남도,고성군,경상남도-고성군,15 - 29세,'21상,31.4
경상남도,고성군,경상남도-고성군,15 - 29세,'21하,31.7
경상남도,고성군,경상남도-고성군,15 - 29세,'22상,31.2
경상남도,남해군,경상남도-남해군,15 - 29세,'18상,36.7
경상남도,남해군,경상남도-남해군,15 - 29세,'18하,34.7
경상남도,남해군,경상남도-남해군,15 - 29세,'19상,39.4
경상남도,남해군,경상남도-남해군,15 - 29세,'19하,39.2
경상남도,남해군,경상남도-남해군,15 - 29세,'20상,32.5
경상남도,남해군,경상남도-남해군,15 - 29세,'20하,32
경상남도,남해군,경상남도-남해군,15 - 29세,'21상,32.4
경상남도,남해군,경상남도-남해군,15 - 29세,'21하,29.5
경상남도,남해군,경상남도-남해군,15 - 29세,'22상,31.3
경상남도,하동군,경상남도-하동군,15 - 29세,'18상,41.9
경상남도,하동군,경상남도-하동군,15 - 29세,'18하,36.5
경상남도,하동군,경상남도-하동군,15 - 29세,'19상,44.2
경상남도,하동군,경상남도-하동군,15 - 29세,'19하,43
경상남도,하동군,경상남도-하동군,15 - 29세,'20상,41.5
경상남도,하동군,경상남도-하동군,15 - 29세,'20하,43
경상남도,하동군,경상남도-하동군,15 - 29세,'21상,40
경상남도,하동군,경상남도-하동군,15 - 29세,'21하,35.5
경상남도,하동군,경상남도-하동군,15 - 29세,'22상,37.7
경상남도,산청군,경상남도-산청군,15 - 29세,'18상,37
경상남도,산청군,경상남도-산청군,15 - 29세,'18하,34.1
경상남도,산청군,경상남도-산청군,15 - 29세,'19상,38.1
경상남도,산청군,경상남도-산청군,15 - 29세,'19하,45.5
경상남도,산청군,경상남도-산청군,15 - 29세,'20상,47.6
경상남도,산청군,경상남도-산청군,15 - 29세,'20하,44.7
경상남도,산청군,경상남도-산청군,15 - 29세,'21상,40.2
경상남도,산청군,경상남도-산청군,15 - 29세,'21하,35.9
경상남도,산청군,경상남도-산청군,15 - 29세,'22상,32.3
경상남도,함양군,경상남도-함양군,15 - 29세,'18상,32.6
경상남도,함양군,경상남도-함양군,15 - 29세,'18하,34.4
경상남도,함양군,경상남도-함양군,15 - 29세,'19상,32
경상남도,함양군,경상남도-함양군,15 - 29세,'19하,30.2
경상남도,함양군,경상남도-함양군,15 - 29세,'20상,39.8
경상남도,함양군,경상남도-함양군,15 - 29세,'20하,38.5
경상남도,함양군,경상남도-함양군,15 - 29세,'21상,41
경상남도,함양군,경상남도-함양군,15 - 29세,'21하,35.6
경상남도,함양군,경상남도-함양군,15 - 29세,'22상,36.1
경상남도,거창군,경상남도-거창군,15 - 29세,'18상,33.1
경상남도,거창군,경상남도-거창군,15 - 29세,'18하,31
경상남도,거창군,경상남도-거창군,15 - 29세,'19상,24.7
경상남도,거창군,경상남도-거창군,15 - 29세,'19하,28.2
경상남도,거창군,경상남도-거창군,15 - 29세,'20상,26.7
경상남도,거창군,경상남도-거창군,15 - 29세,'20하,28
경상남도,거창군,경상남도-거창군,15 - 29세,'21상,28.6
경상남도,거창군,경상남도-거창군,15 - 29세,'21하,37.7
경상남도,거창군,경상남도-거창군,15 - 29세,'22상,26.9
경상남도,합천군,경상남도-합천군,15 - 29세,'18상,40.6
경상남도,합천군,경상남도-합천군,15 - 29세,'18하,40.6
경상남도,합천군,경상남도-합천군,15 - 29세,'19상,43.3
경상남도,합천군,경상남도-합천군,15 - 29세,'19하,42
경상남도,합천군,경상남도-합천군,15 - 29세,'20상,37
경상남도,합천군,경상남도-합천군,15 - 29세,'20하,46.5
경상남도,합천군,경상남도-합천군,15 - 29세,'21상,43.8
경상남도,합천군,경상남도-합천군,15 - 29세,'21하,39.8
경상남도,합천군,경상남도-합천군,15 - 29세,'22상,42.3
제주특별자치도,제주시,제주특별자치도-제주시,15 - 29세,'18상,44
제주특별자치도,제주시,제주특별자치도-제주시,15 - 29세,'18하,42
제주특별자치도,제주시,제주특별자치도-제주시,15 - 29세,'19상,42.4
제주특별자치도,제주시,제주특별자치도-제주시,15 - 29세,'19하,44.7
제주특별자치도,제주시,제주특별자치도-제주시,15 - 29세,'20상,37.9
제주특별자치도,제주시,제주특별자치도-제주시,15 - 29세,'20하,38.2
제주특별자치도,제주시,제주특별자치도-제주시,15 - 29세,'21상,41.9
제주특별자치도,제주시,제주특별자치도-제주시,15 - 29세,'21하,40.4
제주특별자치도,제주시,제주특별자치도-제주시,15 - 29세,'22상,40.2
제주특별자치도,서귀포시,제주특별자치도-서귀포시,15 - 29세,'18상,42.3
제주특별자치도,서귀포시,제주특별자치도-서귀포시,15 - 29세,'18하,41.3
제주특별자치도,서귀포시,제주특별자치도-서귀포시,15 - 29세,'19상,38.2
제주특별자치도,서귀포시,제주특별자치도-서귀포시,15 - 29세,'19하,40.2
제주특별자치도,서귀포시,제주특별자치도-서귀포시,15 - 29세,'20상,35.6
제주특별자치도,서귀포시,제주특별자치도-서귀포시,15 - 29세,'20하,41.2
제주특별자치도,서귀포시,제주특별자치도-서귀포시,15 - 29세,'21상,37.4
제주특별자치도,서귀포시,제주특별자치도-서귀포시,15 - 29세,'21하,37.3
제주특별자치도,서귀포시,제주특별자치도-서귀포시,15 - 29세,'22상,36
전국,전체,전국-전체,15 - 29세,'17,42.1
전국,전체,전국-전체,15 - 29세,'18,42.7
전국,전체,전국-전체,15 - 29세,'19,43.5
전국,전체,전국-전체,15 - 29세,'20,42.2
전국,전체,전국-전체,15 - 29세,'21,44.2
전국,전체,전국-전체,15 - 29세,'22.3/4,47.2
서울특별시,전체,서울특별시-전체,15 - 29세,'17,45.3
서울특별시,전체,서울특별시-전체,15 - 29세,'18,46.1
서울특별시,전체,서울특별시-전체,15 - 29세,'19,47.5
서울특별시,전체,서울특별시-전체,15 - 29세,'20,46.6
서울특별시,전체,서울특별시-전체,15 - 29세,'21,50.5
서울특별시,전체,서울특별시-전체,15 - 29세,'22.3/4,51.9
부산광역시,전체,부산광역시-전체,15 - 29세,'17,41.2
부산광역시,전체,부산광역시-전체,15 - 29세,'18,40.4
부산광역시,전체,부산광역시-전체,15 - 29세,'19,42.9
부산광역시,전체,부산광역시-전체,15 - 29세,'20,40.5
부산광역시,전체,부산광역시-전체,15 - 29세,'21,41.2
부산광역시,전체,부산광역시-전체,15 - 29세,'22.3/4,43.6
대구광역시,전체,대구광역시-전체,15 - 29세,'17,35.2
대구광역시,전체,대구광역시-전체,15 - 29세,'18,36.3
대구광역시,전체,대구광역시-전체,15 - 29세,'19,39.8
대구광역시,전체,대구광역시-전체,15 - 29세,'20,37.8
대구광역시,전체,대구광역시-전체,15 - 29세,'21,42.6
대구광역시,전체,대구광역시-전체,15 - 29세,'22.3/4,41.6
인천광역시,전체,인천광역시-전체,15 - 29세,'17,45.1
인천광역시,전체,인천광역시-전체,15 - 29세,'18,47.9
인천광역시,전체,인천광역시-전체,15 - 29세,'19,48.8
인천광역시,전체,인천광역시-전체,15 - 29세,'20,46.8
인천광역시,전체,인천광역시-전체,15 - 29세,'21,46.9
인천광역시,전체,인천광역시-전체,15 - 29세,'22.3/4,52.4
광주광역시,전체,광주광역시-전체,15 - 29세,'17,36.3
광주광역시,전체,광주광역시-전체,15 - 29세,'18,39.4
광주광역시,전체,광주광역시-전체,15 - 29세,'19,39.6
광주광역시,전체,광주광역시-전체,15 - 29세,'20,39.6
광주광역시,전체,광주광역시-전체,15 - 29세,'21,37.3
광주광역시,전체,광주광역시-전체,15 - 29세,'22.3/4,38.5
대전광역시,전체,대전광역시-전체,15 - 29세,'17,40.2
대전광역시,전체,대전광역시-전체,15 - 29세,'18,38.1
대전광역시,전체,대전광역시-전체,15 - 29세,'19,40.6
대전광역시,전체,대전광역시-전체,15 - 29세,'20,44.7
대전광역시,전체,대전광역시-전체,15 - 29세,'21,45
대전광역시,전체,대전광역시-전체,15 - 29세,'22.3/4,49.4
울산광역시,전체,울산광역시-전체,15 - 29세,'17,40.9
울산광역시,전체,울산광역시-전체,15 - 29세,'18,40.4
울산광역시,전체,울산광역시-전체,15 - 29세,'19,39.1
울산광역시,전체,울산광역시-전체,15 - 29세,'20,37.6
울산광역시,전체,울산광역시-전체,15 - 29세,'21,36.5
울산광역시,전체,울산광역시-전체,15 - 29세,'22.3/4,40.5
세종특별자치시,전체,세종특별자치시-전체,15 - 29세,'17,37.5
세종특별자치시,전체,세종특별자치시-전체,15 - 29세,'18,38.1
세종특별자치시,전체,세종특별자치시-전체,15 - 29세,'19,35.1
세종특별자치시,전체,세종특별자치시-전체,15 - 29세,'20,36.6
세종특별자치시,전체,세종특별자치시-전체,15 - 29세,'21,35.1
세종특별자치시,전체,세종특별자치시-전체,15 - 29세,'22.3/4,35.3
경기도,전체,경기도-전체,15 - 29세,'17,44.8
경기도,전체,경기도-전체,15 - 29세,'18,45.3
경기도,전체,경기도-전체,15 - 29세,'19,45.4
경기도,전체,경기도-전체,15 - 29세,'20,43.1
경기도,전체,경기도-전체,15 - 29세,'21,45.5
경기도,전체,경기도-전체,15 - 29세,'22.3/4,50.3
강원도,전체,강원도-전체,15 - 29세,'17,41.2
강원도,전체,강원도-전체,15 - 29세,'18,42.4
강원도,전체,강원도-전체,15 - 29세,'19,42.4
강원도,전체,강원도-전체,15 - 29세,'20,40.8
강원도,전체,강원도-전체,15 - 29세,'21,40.2
강원도,전체,강원도-전체,15 - 29세,'22.3/4,41.3
충청북도,전체,충청북도-전체,15 - 29세,'17,43.4
충청북도,전체,충청북도-전체,15 - 29세,'18,45.5
충청북도,전체,충청북도-전체,15 - 29세,'19,43.5
충청북도,전체,충청북도-전체,15 - 29세,'20,43.4
충청북도,전체,충청북도-전체,15 - 29세,'21,46.2
충청북도,전체,충청북도-전체,15 - 29세,'22.3/4,49.7
충청남도,전체,충청남도-전체,15 - 29세,'17,40.4
충청남도,전체,충청남도-전체,15 - 29세,'18,43.7
충청남도,전체,충청남도-전체,15 - 29세,'19,45.1
충청남도,전체,충청남도-전체,15 - 29세,'20,42
충청남도,전체,충청남도-전체,15 - 29세,'21,42.4
충청남도,전체,충청남도-전체,15 - 29세,'22.3/4,46.2
전라북도,전체,전라북도-전체,15 - 29세,'17,32.7
전라북도,전체,전라북도-전체,15 - 29세,'18,31.7
전라북도,전체,전라북도-전체,15 - 29세,'19,32.7
전라북도,전체,전라북도-전체,15 - 29세,'20,31.5
전라북도,전체,전라북도-전체,15 - 29세,'21,36.5
전라북도,전체,전라북도-전체,15 - 29세,'22.3/4,40.4
전라남도,전체,전라남도-전체,15 - 29세,'17,35.8
전라남도,전체,전라남도-전체,15 - 29세,'18,36.6
전라남도,전체,전라남도-전체,15 - 29세,'19,37.4
전라남도,전체,전라남도-전체,15 - 29세,'20,37.9
전라남도,전체,전라남도-전체,15 - 29세,'21,37.2
전라남도,전체,전라남도-전체,15 - 29세,'22.3/4,39.9
경상북도,전체,경상북도-전체,15 - 29세,'17,39.4
경상북도,전체,경상북도-전체,15 - 29세,'18,37.3
경상북도,전체,경상북도-전체,15 - 29세,'19,38.7
경상북도,전체,경상북도-전체,15 - 29세,'20,38
경상북도,전체,경상북도-전체,15 - 29세,'21,38.7
경상북도,전체,경상북도-전체,15 - 29세,'22.3/4,42
경상남도,전체,경상남도-전체,15 - 29세,'17,39
경상남도,전체,경상남도-전체,15 - 29세,'18,38.7
경상남도,전체,경상남도-전체,15 - 29세,'19,39.3
경상남도,전체,경상남도-전체,15 - 29세,'20,37.7
경상남도,전체,경상남도-전체,15 - 29세,'21,39.4
경상남도,전체,경상남도-전체,15 - 29세,'22.3/4,39
제주특별자치도,전체,제주특별자치도-전체,15 - 29세,'17,47.8
제주특별자치도,전체,제주특별자치도-전체,15 - 29세,'18,45.9
제주특별자치도,전체,제주특별자치도-전체,15 - 29세,'19,43.7
제주특별자치도,전체,제주특별자치도-전체,15 - 29세,'20,41.6
제주특별자치도,전체,제주특별자치도-전체,15 - 29세,'21,42.6
제주특별자치도,전체,제주특별자치도-전체,15 - 29세,'22.3/4,49.3
